Temp;Press;Alt;AccX;AccY;AccZ;GyrX;GyrY;GyrZ;MagX;MagY;MagZ;Yaw;Pitch;Roll;GpsLat;GpsLong;GpsAlt;GpsSpeed;SIV
48,014;825,938;784,293;0,366;0,793;-0,319;-87,688;-385,750;38,000;-19,187;-39,688;-9,063;5,000;3,188;-95,687;38399339;33703016;972;24,876;8
48,014;826,056;782,864;1,219;0,977;-0,139;-80,937;-409,438;45,188;-25,062;-36,750;1,187;37,438;5,687;-90,625;38399369;33703007;972;24,876;8
48,014;826,411;781,208;1,676;0,921;-0,174;-78,375;-469,688;-12,562;-26,500;-36,750;6,875;74,938;7,312;-88,688;38399384;33703002;973;24,876;9
48,014;826,411;779,735;0,841;0,354;-0,022;-132,000;-443,000;-41,438;-15,875;-37,750;18,500;112,688;6,000;-84,938;38399398;33702999;973;24,876;8
48,014;826,648;778,171;1,038;0,875;1,108;-129,250;-469,437;-7,687;2,000;-41,188;15,375;149,125;9,813;-77,500;38399407;33702995;973;25,830;7
48,014;826,885;776,516;1,397;0,755;0,854;-37,438;-500,000;-45,188;9,000;-43,688;-0,187;186,000;17,875;-80,875;38399419;33702991;974;26,100;7
48,014;827,004;774,908;0,687;0,751;0,447;-48,063;-405,937;-126,625;8,688;-42,688;-9,750;229,250;13,313;-89,625;38399429;33702988;974;26,535;7
48,014;827,122;773,348;-0,074;0,611;0,474;-94,875;-421,750;-105,625;9,000;-41,500;-15,563;276,812;2,188;-88,250;38399445;33702983;974;26,735;7
48,014;827,359;771,701;0,159;0,877;1,084;-44,938;-417,687;-18,187;2,750;-39,063;-25,000;316,500;0,312;-81,000;38399462;33702980;974;26,663;7
48,014;827,478;770,103;0,267;0,967;0,643;36,250;-388,375;-12,188;-14,500;-37,063;-21,375;347,250;5,000;-82,187;38399462;33702980;974;26,663;7
48,014;827,833;768,281;0,124;0,797;0,046;46,188;-379,062;-45,813;-25,500;-37,000;-7,687;20,000;5,062;-89,437;38399473;33702978;974;26,663;9
48,014;827,952;766,511;-0,136;0,818;-0,370;-1,750;-381,687;-44,188;-21,750;-37,375;11,375;58,313;-0,187;-93,125;38399486;33702974;975;26,663;9
48,014;827,952;764,942;0,184;1,064;-0,020;-47,625;-356,687;8,313;-17,750;-37,688;15,875;92,562;-2,750;-89,313;38399496;33702968;974;26,663;7
48,014;828,188;763,293;0,945;0,910;0,424;-25,312;-378,250;-3,000;-6,375;-39,188;19,875;121,438;-0,062;-84,813;38399507;33702963;974;26,663;8
48,014;828,425;761,562;0,965;0,622;0,421;-0,562;-408,312;-74,375;6,000;-39,563;15,875;155,937;0,062;-84,250;38399514;33702962;974;23,306;8
48,031;828,576;759,853;0,450;0,567;0,514;-30,312;-429,438;-120,625;21,500;-38,063;6,062;197,812;-4,937;-81,562;38399529;33702956;975;23,228;8
48,014;828,662;758,245;0,083;0,784;1,306;-10,500;-496,750;-86,813;25,062;-37,000;-3,688;239,188;-5,625;-74,625;38399547;33702949;975;23,563;8
48,014;828,899;756,558;0,548;0,327;0,927;68,250;-437,687;-125,063;11,250;-33,375;-29,062;288,375;-1,312;-76,313;38399547;33702949;975;23,563;8
48,014;828,899;755,072;0,124;0,412;0,628;43,000;-400,563;-183,437;2,375;-35,188;-29,875;331,312;-7,937;-78,813;38399570;33702944;975;23,650;8
48,014;829,136;753,504;-1,113;0,810;1,433;61,063;-529,125;-113,000;-6,750;-38,063;-24,562;16,500;-12,188;-74,313;38399570;33702944;974;23,650;9
48,014;829,373;751,852;-0,095;0,559;0,902;150,250;-592,063;-79,500;-15,875;-41,063;-9,500;62,438;-4,875;-76,562;38399570;33702944;974;23,650;9
48,031;829,643;750,078;-0,128;0,523;0,547;173,312;-634,562;-134,750;-8,563;-41,250;13,063;118,625;-7,000;-87,125;38399596;33702938;975;23,650;9
48,031;829,643;748,501;-0,968;0,975;0,208;57,313;-729,187;-133,625;21,063;-34,063;18,000;189,125;-17,437;-83,688;38399610;33702935;976;23,650;8
48,014;829,847;746,881;-0,012;0,771;1,017;51,000;-679,500;-12,375;31,688;-31,187;0,687;242,812;-7,437;-70,563;38399626;33702932;977;22,700;8
48,014;830,202;745,040;0,498;1,214;0,252;92,750;-626,125;-47,250;16,375;-32,188;-27,187;285,875;6,937;-78,563;38399643;33702929;978;22,926;8
48,014;830,202;743,399;-0,158;0,791;-0,180;14,250;-608,000;-70,875;-13,750;-37,000;-25,187;340,812;5,125;-90,438;38399665;33702921;979;23,026;9
48,014;830,439;741,680;-0,076;0,964;0,443;-14,437;-542,500;16,187;-23,750;-37,688;-2,000;34,063;1,562;-91,750;38399687;33702913;979;22,076;9
48,031;830,590;739,985;0,399;0,876;0,253;44,188;-514,687;28,875;-17,750;-35,875;16,187;78,875;2,125;-94,938;38399713;33702904;981;21,042;10
48,014;830,676;738,393;0,407;0,887;0,121;62,375;-504,250;-25,438;-10,375;-34,750;24,188;129,687;-3,813;-100,125;38399735;33702897;981;20,415;10
48,014;830,676;737,002;0,090;0,768;0,079;30,000;-489,750;-60,312;13,375;-31,500;26,875;185,000;-15,250;-97,125;38399735;33702897;981;20,415;10
48,014;830,913;735,527;-0,290;0,832;0,451;2,375;-459,938;-29,500;32,000;-29,375;7,750;229,563;-20,375;-83,938;38399752;33702892;982;20,415;9
48,014;831,032;734,101;-0,083;0,945;0,251;17,687;-429,687;18,437;30,875;-29,375;-18,000;259,500;-12,375;-73,063;38399767;33702887;982;20,415;9
48,014;831,269;732,585;0,108;1,019;-0,029;42,438;-419,750;28,563;10,687;-32,000;-30,875;283,937;1,125;-72,438;38399783;33702881;982;20,415;9
48,014;831,505;730,979;0,197;0,974;-0,293;45,438;-421,187;24,375;-2,375;-33,063;-31,250;309,625;12,125;-80,813;38399799;33702877;983;20,615;9
48,014;831,505;729,553;0,334;0,882;-0,305;25,937;-429,875;12,125;-23,750;-34,500;-18,875;341,687;15,500;-93,750;38399808;33702869;983;19,902;9
48,031;831,775;727,999;0,323;0,778;-0,386;-5,375;-448,562;3,375;-31,375;-32,688;3,188;24,375;9,938;-103,438;38399827;33702859;982;19,076;9
48,014;831,979;726,391;0,173;0,813;-0,225;-25,812;-457,937;14,625;-21,500;-31,250;23,687;75,500;0,187;-105,313;38399844;33702851;982;18,490;9
48,014;832,216;724,692;0,108;0,842;-0,109;-11,750;-434,312;48,063;-0,250;-31,250;29,375;131,000;-6,875;-99,750;38399857;33702849;982;18,059;9
48,014;832,453;722,903;0,039;1,001;-0,160;3,438;-423,000;62,125;15,875;-33,563;22,375;164,062;-6,875;-95,188;38399870;33702846;983;17,674;8
48,014;832,572;721,166;0,028;0,869;-0,368;12,063;-415,062;73,500;24,750;-35,750;6,750;196,875;-3,313;-92,500;38399884;33702844;983;17,550;8
48,014;832,809;719,347;0,099;0,659;-0,222;29,188;-401,375;87,688;22,875;-37,875;-3,000;227,062;2,063;-93,625;38399896;33702842;983;17,500;8
48,014;832,927;717,590;0,211;0,694;0,005;68,375;-391,875;72,438;13,000;-42,250;-13,063;258,062;5,437;-100,125;38399896;33702842;983;17,500;8
48,014;832,927;716,040;0,385;1,125;-0,061;104,438;-383,000;16,500;-0,250;-44,062;-11,250;296,813;1,062;-110,125;38399896;33702842;983;17,500;8
48,014;833,046;714,553;0,178;0,994;-0,312;84,938;-370,687;-60,500;-4,250;-44,062;-0,187;350,187;-14,000;-115,938;38399896;33702842;983;17,500;8
48,014;832,690;713,676;-0,591;0,933;-0,307;-3,750;-318,500;-65,500;3,063;-43,250;5,062;38,625;-32,000;-108,187;38399896;33702842;983;17,500;8
48,014;832,927;712,679;-0,461;1,019;0,051;-37,188;-299,750;14,313;5,062;-43,688;2,063;63,063;-38,000;-86,875;38399896;33702842;983;17,500;8
48,014;833,164;711,570;0,165;0,932;0,416;-18,875;-348,313;48,375;5,187;-43,688;-2,750;77,187;-28,250;-66,188;38399896;33702842;983;17,500;8
48,014;833,519;710,226;0,783;0,909;0,399;14,688;-314,875;9,438;-0,562;-44,500;-6,750;90,750;-11,188;-57,313;38402450;33704879;1653;0,000;9
48,031;833,315;709,241;0,745;0,718;0,138;2,000;-223,750;-102,188;-2,063;-44,500;-4,500;107,375;-2,250;-56,438;38402466;33704896;1658;0,000;9
48,014;833,401;708,295;0,381;0,571;0,320;-42,875;-194,375;-144,437;0,062;-44,500;-3,563;127,937;-1,500;-53,813;38402473;33704898;1659;0,000;9
48,031;833,789;707,078;0,105;0,565;0,888;-56,875;-214,312;-149,937;7,375;-43,000;-9,000;149,437;-0,500;-48,750;38402481;33704900;1660;0,000;9
48,014;833,875;705,898;0,316;0,758;1,306;-23,187;-263,000;-117,750;15,062;-40,000;-17,000;170,125;5,500;-45,813;38402487;33704902;1660;13,377;9
48,014;834,230;704,484;1,087;0,793;0,868;35,125;-281,062;-147,250;13,688;-36,500;-25,375;191,500;13,375;-51,188;38402491;33704902;1660;13,505;9
48,014;834,586;702,830;0,899;0,671;0,085;1,125;-282,000;-228,062;10,375;-34,250;-28,000;221,000;12,875;-60,937;38402492;33704898;1660;14,244;9
48,014;834,704;701,178;0,106;0,560;0,024;-109,125;-297,937;-216,625;7,750;-33,563;-30,250;256,813;6,687;-61,063;38402494;33704895;1660;14,638;9
48,014;834,823;699,541;-0,242;0,882;1,085;-141,562;-297,750;-99,875;2,688;-28,250;-37,000;285,687;9,500;-52,438;38402494;33704895;1657;14,638;11
48,014;834,704;698,191;0,304;1,044;0,819;-48,625;-284,313;-10,438;-13,750;-18,875;-40,188;302,062;22,750;-50,125;38402498;33704892;1656;14,638;11
48,014;835,178;696,483;0,354;1,153;-0,529;-15,188;-311,875;-3,188;-37,000;-14,875;-19,250;320,250;41,500;-68,375;38402499;33704888;1655;14,638;10
48,014;834,941;695,201;0,068;0,680;-0,415;-98,187;-192,562;48,750;-44,375;-12,188;1,062;342,750;48,625;-92,625;38402499;33704888;1655;14,638;10
48,014;834,823;694,212;0,471;0,677;-0,133;-113,312;-142,750;87,125;-42,875;-8,688;14,750;353,875;53,313;-101,188;38402501;33704883;1653;15,498;11
48,014;835,059;693,110;0,695;0,525;0,015;-103,375;-126,750;77,250;-40,250;-4,562;21,750;3,250;57,250;-110,750;38402501;33704883;1653;15,498;11
48,014;835,533;691,650;0,735;0,375;-0,111;-93,000;-123,812;51,500;-40,250;-6,875;27,062;13,812;57,438;-121,500;38402501;33704883;1653;15,498;11
48,014;835,652;690,206;0,900;0,297;-0,142;-87,875;-138,250;9,688;-34,063;-6,187;32,375;28,563;52,938;-129,250;38402502;33704880;1652;15,833;11
48,014;836,126;688,403;0,927;0,247;-0,302;-95,250;-137,750;-50,750;-28,187;-9,250;38,188;51,625;43,500;-130,625;38402504;33704878;1652;16,199;11
48,014;836,481;686,354;0,834;0,158;-0,296;-116,375;-121,812;-127,000;-15,687;-15,875;40,688;84,250;30,187;-124,500;38402506;33704876;1652;16,899;11
48,014;837,073;683,782;0,656;0,318;-0,124;-143,125;-131,437;-180,500;-2,500;-24,750;35,875;121,750;12,813;-113,875;38402506;33704872;1652;17,537;11
48,014;837,310;681,077;-0,191;0,353;0,222;-158,312;-179,000;-168,062;3,688;-29,562;31,375;157,562;-6,312;-100,500;38402506;33704872;1652;17,537;11
48,014;837,310;678,584;-0,502;0,921;1,106;-101,438;-198,812;-86,688;21,000;-32,563;17,062;182,562;-17,937;-85,375;38402506;33704867;1648;17,537;11
48,014;837,547;676,051;-0,142;1,073;0,662;-36,375;-198,500;-37,813;31,000;-31,688;2,250;197,875;-19,625;-74,813;38402505;33704861;1647;17,537;11
48,014;837,547;673,816;-0,616;1,348;0,430;-6,125;-208,312;-6,062;33,875;-29,500;-9,500;211,625;-15,938;-67,063;38402504;33704854;1645;17,537;11
48,014;837,666;671,732;-0,248;1,037;0,228;8,563;-194,812;21,750;28,750;-29,875;-20,187;222,062;-7,812;-63,750;38402502;33704848;1644;21,920;11
48,014;837,784;669,794;-0,141;0,961;-0,124;4,750;-196,187;42,313;22,375;-31,375;-24,188;229,875;1,937;-63,750;38402503;33704842;1642;22,024;11
48,014;837,784;668,146;0,034;0,653;-0,108;-6,437;-239,125;68,188;11,375;-33,500;-30,000;236,812;14,063;-65,688;38402503;33704837;1642;21,868;11
48,014;837,784;666,760;0,557;0,611;-0,303;4,062;-323,875;82,438;-4,687;-33,063;-30,375;245,750;28,937;-73,563;38402503;33704831;1642;22,026;11
48,031;838,054;665,267;0,816;0,716;-0,609;-0,875;-354,937;61,438;-23,750;-32,250;-23,000;261,312;38,875;-94,313;38402503;33704831;1642;22,026;11
48,014;838,140;663,889;0,923;0,489;-0,510;-26,688;-379,125;24,687;-35,750;-27,687;-3,250;290,125;33,563;-116,625;38402502;33704823;1638;22,026;11
48,031;838,646;662,115;0,780;0,489;-0,718;-73,938;-477,500;-12,000;-37,563;-25,062;5,875;349,875;13,438;-126,750;38402501;33704816;1636;22,026;11
48,014;839,087;660,025;0,329;0,537;-0,088;-102,313;-480,875;38,500;-12,000;-28,875;32,500;90,312;-16,500;-112,750;38402500;33704809;1634;22,026;11
48,031;839,239;657,961;0,368;0,660;0,000;-70,937;-460,688;83,125;0,750;-31,500;29,250;124,563;-19,625;-93,313;38402498;33704795;1632;21,035;12
48,031;839,712;655,542;0,460;0,828;0,047;-21,250;-482,188;97,562;15,875;-37,000;16,500;151,875;-7,875;-78,875;38402498;33704795;1629;21,035;12
48,014;839,798;653,251;0,483;1,172;0,100;32,188;-471,938;82,313;16,687;-41,375;0,500;177,375;8,438;-79,875;38402496;33704789;1627;21,035;12
48,031;839,949;651,031;0,614;1,357;0,033;75,563;-474,312;40,500;10,062;-43,188;-7,875;208,375;16,250;-94,750;38402495;33704781;1624;21,035;12
48,031;839,831;649,246;0,523;1,214;-0,082;79,875;-460,937;-28,312;3,750;-45,000;-8,375;256,250;7,062;-111,125;38402494;33704773;1622;20,792;12
48,031;840,186;647,274;0,106;1,084;-0,063;42,187;-477,250;-83,250;0,187;-44,563;-3,750;324,188;-14,563;-114,625;38402494;33704765;1622;21,329;12
48,031;839,949;645,871;-0,142;0,678;0,370;-11,188;-461,750;-76,813;4,562;-44,563;-3,375;21,562;-34,313;-97,812;38402494;33704757;1622;21,218;12
48,014;840,272;644,298;0,068;0,650;1,002;-14,063;-463,750;-46,813;7,187;-43,750;-9,063;55,000;-34,188;-67,250;38402494;33704750;1622;20,726;12
48,031;840,542;642,622;0,309;1,028;2,197;54,625;-418,562;-55,688;3,188;-43,500;-13,063;79,188;-16,250;-50,875;38402494;33704744;1622;20,376;12
48,031;840,660;641,024;-0,410;0,606;1,650;187,937;-377,937;-126,625;-0,875;-43,500;-12,562;104,438;-3,625;-57,688;38402494;33704738;1622;20,279;12
48,031;841,016;639,216;-0,255;0,206;0,549;180,062;-446,063;-174,000;3,188;-43,875;-0,562;141,562;-1,500;-73,500;38402494;33704738;1612;20,279;12
48,031;841,371;637,198;-0,262;0,342;0,532;75,125;-480,875;-192,937;17,750;-40,563;3,375;192,125;-9,563;-80,563;38402494;33704732;1610;20,279;12
48,014;841,575;635,150;-0,007;0,969;0,520;-14,500;-465,937;-143,500;29,188;-32,875;-11,688;239,625;-14,938;-72,313;38402496;33704725;1608;20,279;12
48,031;841,490;633,441;0,238;1,154;0,459;-62,375;-438,750;-91,312;19,250;-27,750;-31,187;273,812;-8,000;-59,625;38402498;33704717;1606;21,076;12
48,031;841,608;631,818;0,110;1,031;0,821;-65,688;-455,438;-27,625;6,375;-26,000;-38,250;299,250;9,500;-53,375;38402500;33704711;1605;21,020;12
48,031;841,963;629,990;0,426;1,277;0,578;106,313;-530,250;45,750;-20,687;-22,750;-32,688;319,750;34,000;-69,563;38402501;33704706;1605;20,931;12
48,031;841,845;628,528;0,421;0,887;-0,334;166,750;-481,062;-71,875;-42,000;-20,875;-0,250;348,437;31,500;-114,375;38402502;33704700;1605;20,715;12
48,031;841,963;627,134;-0,808;0,395;-0,332;47,812;-473,000;-110,813;-27,687;-17,000;32,875;66,750;-0,500;-132,625;38402502;33704700;1605;20,715;12
48,014;841,693;626,250;-0,841;0,216;0,186;-0,062;-346,812;-5,625;6,000;-15,875;42,187;142,500;-27,562;-126,812;38402506;33704688;1605;21,002;12
48,014;842,167;624,987;-0,292;0,158;-0,015;35,688;-302,875;58,437;26,187;-17,000;33,250;179,375;-39,125;-107,438;38402506;33704688;1597;21,002;12
48,031;842,674;623,333;-0,472;0,984;-1,531;26,562;-359,938;70,438;38,063;-18,750;15,375;201,000;-37,438;-87,562;38402508;33704672;1595;22,033;12
48,014;843,115;621,355;-1,725;0,702;-0,986;-16,375;-287,125;196,000;39,875;-21,250;3,875;212,062;-21,063;-71,938;38402508;33704672;1593;22,033;12
48,014;842,878;619,814;0,297;0,376;0,334;5,750;-167,500;323,563;28,875;-30,875;-17,875;199,875;8,000;-69,250;38402508;33704665;1591;22,033;12
48,014;842,760;618,594;2,642;1,124;0,314;118,437;-197,375;184,500;5,062;-41,500;-21,000;184,812;35,500;-79,250;38402509;33704659;1589;22,033;12
48,014;843,470;616,753;1,329;0,732;0,110;141,500;-100,563;-78,000;-13,187;-42,563;-11,250;184,187;38,375;-101,375;38402509;33704652;1587;21,900;12
48,014;843,589;614,952;0,205;0,244;0,074;121,875;-51,063;-168,687;-7,500;-43,688;-0,562;194,125;25,062;-113,250;38402508;33704645;1585;22,326;12
48,014;843,826;613,065;-0,517;0,552;-0,606;99,813;-60,813;-148,688;-1,250;-44,687;4,687;209,875;10,375;-122,313;38402508;33704638;1585;22,954;12
47,997;843,911;611,276;-0,733;0,465;-0,515;44,438;-125,625;-78,625;10,500;-40,375;12,500;234,938;-2,438;-128,250;38402508;33704638;1585;22,954;12
47,997;844,385;609,134;-0,763;0,552;-0,187;19,562;-111,688;1,250;19,250;-37,063;11,063;261,250;-11,750;-129,687;38402508;33704628;1585;24,558;12
48,014;844,063;607,594;-0,164;0,811;-0,220;28,062;-60,875;60,750;22,187;-36,375;8,875;273,750;-13,812;-129,937;38402508;33704628;1585;24,558;12
47,997;844,148;606,168;0,738;0,909;-0,397;29,937;-19,625;62,750;20,687;-38,188;8,375;285,500;-11,625;-131,187;38402508;33704614;1577;24,558;12
48,014;844,300;604,767;0,749;0,913;-0,701;-14,250;43,563;-6,062;17,000;-39,250;9,875;284,688;-9,000;-131,625;38402508;33704607;1575;23,880;12
47,997;844,740;603,049;0,600;0,665;-0,724;-61,125;106,813;-89,313;15,188;-39,688;9,750;280,937;-8,188;-129,187;38402508;33704600;1574;23,880;12
47,997;845,096;601,115;0,340;0,641;-0,631;-83,375;153,000;-140,687;19,250;-38,188;9,250;269,125;-9,375;-125,000;38402508;33704593;1572;23,552;12
47,997;845,333;599,101;0,117;0,667;-0,626;-88,688;199,938;-172,937;25,500;-34,188;10,563;252,500;-12,688;-121,313;38402509;33704584;1570;24,137;12
47,997;845,333;597,299;-0,030;0,781;-0,519;-71,813;239,188;-186,500;31,000;-27,562;17,250;233,187;-16,500;-120,750;38402509;33704577;1568;24,452;12
47,997;845,451;595,576;-0,296;0,918;-0,582;-42,625;280,500;-167,000;31,063;-24,375;22,187;207,750;-17,250;-124,500;38402511;33704570;1568;24,322;12
47,997;845,570;593,932;-0,390;1,041;-0,908;-37,688;313,375;-132,500;24,062;-17,375;33,250;170,437;-11,813;-129,062;38402511;33704563;1568;23,915;12
47,997;845,925;592,081;-0,238;1,252;-0,737;-67,000;387,062;-96,937;8,750;-15,875;42,187;116,312;-0,187;-127,438;38402512;33704556;1568;23,578;12
47,997;846,162;590,163;-0,322;0,952;0,193;-24,250;442,562;-78,188;-13,563;-20,000;37,188;46,313;16,187;-115,562;38402512;33704556;1568;23,578;12
47,997;846,280;588,324;-0,109;0,889;0,107;36,563;408,687;-14,313;-32,688;-25,500;18,187;2,000;24,500;-102,875;38402512;33704542;1568;23,320;12
47,980;845,773;587,327;-0,079;0,794;0,077;32,875;373,187;76,813;-36,000;-27,687;-6,687;324,000;31,500;-88,812;38402512;33704542;1559;23,320;12
47,997;846,280;585,915;0,475;0,775;0,439;-21,812;402,062;101,000;-28,250;-25,500;-24,000;291,875;33,000;-66,500;38402511;33704527;1559;23,891;12
47,997;846,636;584,286;0,317;0,809;1,140;-38,375;417,000;69,375;-22,187;-24,000;-33,375;267,938;18,250;-45,688;38402511;33704527;1555;23,891;12
47,997;846,636;582,843;-0,067;0,532;1,151;22,062;314,312;105,937;4,687;-20,687;-40,063;248,812;0,062;-41,188;38402511;33704520;1553;23,891;12
47,997;846,754;581,450;-0,054;0,465;0,824;33,000;314,500;154,312;23,375;-22,750;-32,063;226,812;-11,250;-46,938;38402509;33704513;1552;23,891;12
47,997;846,873;580,101;0,188;0,576;0,691;-4,937;364,375;163,500;29,875;-30,062;-15,375;198,562;-18,375;-57,000;38402507;33704507;1550;23,665;12
47,997;847,110;578,661;0,250;0,718;0,522;-54,500;413,063;120,625;27,000;-34,375;0,562;165,562;-23,062;-67,875;38402505;33704500;1548;23,719;12
47,997;847,228;577,259;0,062;0,796;0,330;-78,938;444,125;51,125;21,063;-38,500;6,375;130,062;-26,812;-79,625;38402501;33704494;1548;23,694;12
47,980;847,432;575,801;-0,377;0,810;-0,019;-76,188;398,875;16,500;7,375;-41,375;11,250;94,000;-27,187;-92,125;38402498;33704490;1548;22,844;12
47,980;847,787;574,120;-0,286;0,873;-0,079;-88,938;346,313;16,000;-1,750;-43,188;6,875;57,125;-22,125;-99,625;38402496;33704486;1548;21,928;12
47,997;848,294;572,045;-0,137;1,048;0,105;-85,250;349,875;0,687;-6,062;-43,250;-0,687;19,437;-15,813;-101,875;38402494;33704481;1548;21,122;12
47,997;848,413;570,002;0,118;1,253;0,227;-53,625;365,625;-21,375;-3,188;-43,688;-9,500;341,250;-10,125;-102,688;38402492;33704477;1548;20,463;12
47,980;848,735;567,776;0,258;0,988;0,218;-2,625;379,250;-27,562;0,500;-43,250;-11,688;302,000;-4,625;-104,625;38402492;33704477;1548;20,463;12
47,997;848,768;565,723;0,353;1,201;-0,008;36,813;353,187;-11,312;9,563;-43,563;-9,000;261,437;2,500;-107,125;38402490;33704473;1537;20,463;12
47,997;848,887;563,761;0,970;1,252;-0,269;44,625;314,937;-18,937;12,562;-42,187;0,375;222,625;10,438;-107,750;38402488;33704469;1535;19,131;12
47,997;848,887;562,044;0,644;1,017;0,174;77,563;262,250;-63,875;12,688;-40,250;11,063;192,187;14,063;-107,250;38402486;33704465;1533;18,609;12
47,997;849,242;560,131;0,140;0,832;-0,169;106,250;255,312;-35,500;9,000;-36,250;21,250;164,375;16,500;-109,750;38402485;33704462;1533;17,533;12
47,997;849,123;558,602;0,180;0,647;-0,367;73,250;260,562;19,750;3,750;-34,063;24,875;131,312;23,812;-110,187;38402485;33704458;1530;16,964;12
47,997;849,242;557,154;0,761;0,777;-0,228;-9,563;249,687;18,812;-15,188;-28,563;28,875;96,438;34,250;-98,875;38402484;33704453;1528;17,194;12
47,997;849,716;555,356;1,441;1,018;0,384;-16,062;200,313;-92,000;-22,187;-29,250;24,500;83,938;31,437;-83,187;38402484;33704449;1526;17,292;12
47,997;850,190;553,210;0,441;0,692;0,897;101,875;65,813;-191,750;-26,500;-33,375;13,250;87,812;16,312;-82,938;38402483;33704444;1526;17,466;12
47,997;850,427;550,992;-0,952;0,639;0,059;162,125;-24,500;-147,125;-19,562;-37,688;15,500;100,812;0,687;-95,375;38402482;33704439;1526;17,720;12
47,997;850,663;548,716;-1,429;0,643;-0,711;104,563;-147,125;-23,000;-7,500;-34,375;25,375;121,938;-7,937;-106,563;38402482;33704439;1526;17,720;12
47,997;850,663;546,694;-1,378;0,613;-0,966;50,375;-275,000;144,562;1,687;-29,750;32,063;142,875;-8,375;-109,750;38402482;33704439;1526;17,720;12
47,997;850,900;544,636;0,150;0,919;-1,691;42,938;-411,500;243,437;5,000;-28,687;32,563;168,562;-1,500;-110,500;38402479;33704428;1519;17,720;12
47,997;850,782;542,997;1,313;0,720;-1,772;-0,937;-616,312;163,125;13,375;-29,750;28,563;217,250;-1,562;-112,563;38402478;33704422;1517;17,720;12
47,997;851,137;541,165;0,538;0,416;-1,775;-71,875;-636,312;152,812;23,750;-35,688;10,188;283,062;-8,188;-103,438;38402477;33704416;1515;17,720;12
48,014;851,289;539,391;0,712;0,345;-1,393;-89,437;-521,500;238,125;10,875;-42,250;-17,250;319,562;3,375;-91,625;38402476;33704410;1513;17,720;12
48,014;851,526;537,568;1,668;0,507;-1,408;-43,500;-659,125;216,188;-22,062;-37,063;-14,500;347,250;19,875;-96,312;38402475;33704403;1511;19,415;12
47,997;851,611;535,879;0,941;0,393;-0,839;12,313;-709,438;164,625;-33,375;-31,187;0,562;47,063;17,375;-119,250;38402474;33704397;1509;19,963;12
48,014;851,881;534,094;0,369;0,607;-1,326;9,000;-598,125;124,188;-20,250;-21,688;36,563;144,687;-6,312;-127,375;38402472;33704392;1509;20,100;12
48,014;852,000;532,394;0,101;0,240;-0,873;-22,687;-433,125;148,875;17,062;-18,375;35,563;208,375;-20,250;-114,813;38402470;33704386;1509;20,046;12
48,014;852,355;530,494;0,603;0,621;-1,113;-48,813;-378,125;159,750;32,188;-26,750;15,062;236,375;-17,250;-98,750;38402468;33704381;1509;19,863;12
47,997;852,440;528,716;1,165;0,810;-0,804;-54,687;-446,500;143,062;26,688;-34,875;-7,500;257,625;-5,000;-86,562;38402466;33704376;1509;19,440;12
48,014;852,592;526,983;1,491;0,871;-0,703;-40,875;-563,000;71,813;17,062;-38,563;-18,187;287,875;8,688;-84,437;38402466;33704376;1509;19,440;12
47,997;852,677;525,373;1,061;0,830;-0,538;-68,000;-574,875;37,938;-8,500;-39,250;-22,562;331,437;15,250;-91,375;38402463;33704372;1500;19,440;12
47,997;852,914;523,699;1,391;1,032;0,155;-62,375;-587,875;43,875;-28,250;-36,000;-6,562;22,500;14,313;-98,625;38402460;33704368;1498;19,440;12
47,997;853,151;521,959;1,347;0,976;0,013;-36,250;-627,250;11,250;-25,750;-32,250;20,562;84,687;6,000;-104,438;38402458;33704364;1496;17,972;12
47,997;853,388;520,154;0,967;0,805;0,600;-64,188;-614,687;-13,250;2,000;-32,000;28,875;180,312;-10,875;-93,250;38402455;33704360;1494;17,961;12
48,014;853,421;518,524;1,221;0,829;0,707;-13,688;-636,750;-23,250;25,562;-36,375;-6,562;245,125;-3,938;-76,813;38402451;33704351;1491;17,692;12
47,997;853,625;516,867;1,130;0,858;0,613;-11,188;-600,063;-86,375;20,750;-35,688;-19,500;292,375;3,875;-76,625;38402451;33704351;1491;17,692;12
47,997;853,743;515,281;0,955;1,038;1,428;-23,563;-638,125;-96,250;-3,688;-36,000;-29,250;344,250;6,625;-79,750;38402450;33704347;1489;17,692;12
47,997;853,862;513,762;0,713;0,692;0,918;-9,000;-634,438;-113,688;-24,250;-37,750;-14,188;42,250;4,812;-85,312;38402448;33704343;1487;17,692;12
47,997;854,099;512,169;0,157;1,063;1,140;-15,563;-681,875;-76,000;-19,500;-38,875;8,875;104,250;0,000;-85,875;38402446;33704340;1485;17,692;12
48,014;854,369;510,463;0,544;1,021;1,347;64,375;-721,875;-37,750;4,250;-39,563;16,375;166,625;0,125;-88,000;38402443;33704336;1483;16,249;12
48,014;854,488;508,817;0,425;0,742;0,583;71,375;-681,313;-107,250;15,000;-39,250;12,875;234,562;-7,312;-92,375;38402443;33704333;1481;15,351;12
47,997;854,454;507,409;0,263;0,460;0,714;-2,938;-686,000;-105,062;25,187;-36,375;-8,375;301,875;-15,500;-81,562;38402442;33704329;1481;15,016;12
48,014;854,606;506,016;0,427;0,625;1,034;-6,062;-622,000;-60,813;7,562;-34,188;-31,500;350,375;-6,250;-68,125;38402440;33704326;1481;14,525;12
