Temp;Press;Alt;AccX;AccY;AccZ;GyrX;GyrY;GyrZ;MagX;MagY;MagZ;Yaw;Pitch;Roll;GpsLat;GpsLong;GpsAlt;GpsSpeed;SIV
47,911;799,924;1,045,218;0,399;0,911;0,225;-22,313;-464,500;5,625;-12,250;-39,875;-18,562;17,000;4,562;-98,250;38397700;33703054;958;36,023;7
47,911;799,924;1,043,656;0,432;0,936;0,013;-1,687;-451,750;-5,750;-22,500;-39,188;-6,562;63,250;-1,312;-98,688;38397713;33703048;958;35,995;7
47,911;799,924;1,042,284;-0,141;0,927;-0,165;-17,937;-440,500;2,688;-21,000;-38,500;11,000;108,062;-7,000;-95,062;38397727;33703042;958;35,779;7
47,911;800,160;1,040,815;-0,097;0,877;-0,365;-30,438;-404,875;67,375;-9,250;-37,688;20,000;142,000;-4,812;-88,375;38397739;33703039;958;35,445;7
47,928;800,310;1,039,349;0,479;0,891;-0,604;-31,000;-430,625;111,688;2,063;-37,688;20,375;167,375;5,687;-85,750;38397750;33703039;959;35,445;7
47,911;800,397;1,037,958;1,249;0,940;-0,841;-21,875;-492,500;94,625;4,687;-39,188;16,750;196,375;16,500;-91,937;38397760;33703037;959;35,127;7
47,911;800,516;1,036,602;1,446;0,742;-0,919;-62,000;-592,063;24,125;8,375;-41,875;9,688;245,062;14,625;-103,125;38397760;33703037;959;35,127;7
47,911;800,753;1,035,142;1,367;0,625;-0,469;-134,000;-646,250;25,062;10,563;-42,500;-7,500;313,375;2,875;-102,062;38397760;33703037;959;35,127;7
47,911;800,990;1,033,576;1,777;0,758;-0,092;-111,625;-720,875;80,062;-5,187;-41,375;-18,062;15,813;1,000;-91,312;38397783;33703033;959;35,127;7
47,928;801,139;1,032,005;1,751;0,885;-0,257;-53,125;-765,625;66,188;-26,063;-35,875;-1,562;74,438;8,125;-90,125;38397795;33703032;959;35,127;8
47,928;801,258;1,030,469;1,331;0,891;-0,179;-46,688;-730,312;36,438;-26,750;-34,000;15,188;139,187;8,438;-96,688;38397809;33703033;959;34,703;8
47,928;801,495;1,028,831;1,136;0,949;0,056;-35,875;-700,500;34,375;-0,062;-32,563;26,250;207,562;2,500;-99,000;38397821;33703033;959;34,571;8
47,928;801,613;1,027,231;1,059;0,984;0,242;-3,375;-704,187;8,313;23,375;-35,500;6,687;276,562;-4,250;-96,500;38397835;33703032;959;34,731;8
47,928;801,732;1,025,672;0,752;0,764;0,308;0,000;-692,812;-19,187;16,500;-38,500;-20,250;341,312;-8,563;-89,250;38397835;33703032;959;34,731;8
47,928;801,969;1,024,016;0,626;0,555;0,256;-11,563;-671,812;-20,562;-9,188;-38,063;-21,187;36,938;-5,125;-80,813;38397835;33703032;959;34,731;8
47,928;801,969;1,022,544;0,265;0,745;0,523;1,875;-626,000;15,313;-23,875;-37,688;-0,750;94,188;7,125;-80,563;38397835;33703032;959;34,731;8
47,928;802,205;1,020,976;0,521;0,837;0,435;49,062;-580,625;20,812;-14,688;-34,375;21,500;139,375;12,875;-93,000;38397886;33703025;0;35,082;7
47,928;802,324;1,019,450;0,406;0,847;-0,298;51,750;-541,000;-36,875;-3,688;-34,000;29,500;197,062;3,375;-106,187;38397886;33703025;959;35,082;7
47,928;802,442;1,017,966;-0,542;0,707;-0,343;-40,188;-469,125;-14,313;22,250;-30,375;19,687;258,187;-11,937;-102,625;38397901;33703024;960;35,082;8
47,928;802,798;1,016,246;-0,269;0,826;0,158;-31,375;-385,312;98,187;30,000;-31,750;-4,687;292,250;-11,375;-90,062;38397912;33703020;960;35,082;7
47,928;802,916;1,014,567;0,548;1,025;-0,519;15,500;-363,000;106,250;17,062;-36,250;-21,562;312,875;-0,125;-86,813;38397926;33703018;960;35,082;6
47,928;803,035;1,012,935;0,882;0,968;-0,582;13,688;-390,250;48,813;-4,750;-38,063;-24,250;337,687;7,250;-91,000;38397939;33703016;960;35,082;6
47,928;803,271;1,011,210;0,916;1,085;0,013;-15,375;-428,188;-18,687;-14,688;-38,750;-21,187;14,563;6,000;-95,312;38397952;33703015;960;35,082;6
47,911;803,358;1,009,574;0,334;0,846;0,454;-27,000;-441,812;-42,250;-25,500;-37,250;-6,062;60,000;-0,937;-95,000;38397971;33703011;961;35,344;7
47,928;803,627;1,007,811;-0,079;0,857;0,582;-1,875;-465,250;-15,750;-21,000;-38,063;9,875;104,125;-5,750;-91,000;38397984;33703009;961;35,308;7
47,928;803,864;1,005,958;0,071;0,879;0,157;59,563;-488,375;1,250;1,750;-36,250;22,000;159,437;-5,062;-89,500;38397998;33703008;961;35,373;7
47,945;803,895;1,004,271;-0,041;0,930;-0,544;40,250;-498,125;-10,687;11,563;-35,188;21,875;198,375;-5,750;-90,375;38398011;33703008;961;35,344;6
47,928;804,101;1,002,541;-0,163;0,720;-0,286;-16,812;-499,062;38,563;25,500;-34,000;8,563;240,500;-3,875;-86,500;38398022;33703008;961;35,199;6
47,928;804,219;1,000,873;0,273;0,925;-0,059;-3,625;-469,125;99,313;21,063;-37,688;-14,063;272,000;6,125;-85,625;38398034;33703007;961;35,136;6
47,928;804,219;999,414;1,038;1,039;-0,625;27,187;-477,000;70,500;9,250;-39,500;-20,687;303,500;14,375;-95,375;38398034;33703007;961;35,136;6
47,928;804,456;997,866;0,699;0,859;-0,762;-23,563;-485,313;0,437;-12,688;-40,688;-16,250;351,125;8,500;-105,438;38398034;33703007;961;35,136;6
47,928;804,574;996,371;0,492;0,779;0,127;-93,812;-450,750;2,563;-21,750;-39,563;-3,000;43,313;-1,875;-101,500;38398034;33703007;961;35,136;6
47,945;804,843;994,746;0,701;0,949;0,469;-72,375;-463,063;37,000;-21,750;-39,250;7,250;84,750;-4,125;-90,813;38398068;33703004;962;35,231;6
47,928;804,811;993,349;0,655;1,107;0,687;5,500;-502,937;27,250;-14,750;-38,188;18,250;122,063;0,500;-86,688;38398079;33703003;962;35,057;8
47,928;805,048;991,856;0,308;0,951;0,251;49,563;-525,687;-10,813;-8,563;-38,188;21,000;165,875;2,063;-91,312;38398090;33703004;962;34,945;7
47,928;805,285;990,266;-0,357;0,910;-0,338;19,375;-537,687;1,437;23,000;-34,063;14,250;227,625;-3,500;-95,188;38398105;33703002;962;34,718;7
47,945;805,435;988,681;-0,392;0,881;-0,332;11,188;-553,812;72,812;27,062;-34,875;2,688;275,500;-3,625;-92,562;38398122;33702999;962;34,632;7
47,945;805,672;987,000;0,485;0,747;-0,140;75,875;-557,688;109,000;16,062;-38,563;-18,562;317,687;2,750;-95,750;38398134;33702999;962;34,438;7
47,945;805,790;985,364;0,424;0,999;-1,403;33,688;-575,250;38,000;-10,000;-41,063;-17,562;10,313;-0,062;-103,750;38398151;33702997;962;34,419;7
47,945;805,909;983,775;-0,027;0,587;-0,571;-61,625;-464,437;83,187;-20,250;-40,375;2,375;62,125;-5,375;-98,563;38398151;33702997;962;34,419;7
47,945;806,146;982,095;0,891;0,908;-0,306;-44,563;-439,125;138,437;-18,750;-37,063;13,000;92,688;2,125;-91,625;38398178;33702996;963;33,951;7
47,945;806,264;980,465;1,032;0,707;-0,206;0,000;-472,562;66,500;-18,750;-36,375;19,250;125,687;9,313;-94,938;38398178;33702996;963;33,951;7
47,945;806,264;979,027;1,039;1,188;-0,201;-21,937;-434,125;-9,313;-4,562;-33,500;27,187;168,000;6,000;-100,000;38398178;33702996;963;33,951;7
47,945;806,620;977,356;0,492;0,864;0,112;-42,125;-435,813;-30,438;14,875;-33,875;22,375;215,687;-2,688;-98,063;38398202;33702995;964;33,951;6
47,945;806,738;975,733;-0,133;0,879;0,293;-38,375;-422,875;-1,000;26,562;-35,000;2,000;257,062;-7,250;-90,625;38398212;33702996;964;33,951;6
47,928;806,825;974,196;0,073;0,759;0,224;-3,625;-416,312;38,813;22,250;-35,688;-18,062;289,312;-3,500;-84,938;38398222;33702997;964;33,951;6
47,945;806,975;972,671;0,201;1,070;-0,541;20,500;-409,938;43,563;13,750;-36,750;-25,187;318,500;3,313;-86,250;38398232;33702995;964;32,666;6
47,928;807,062;971,229;0,139;0,763;-0,500;-5,687;-396,813;48,250;-9,250;-38,688;-25,062;348,750;8,063;-90,625;38398242;33702995;964;32,321;6
47,945;807,212;969,793;0,667;0,863;-0,684;-43,750;-426,250;51,063;-25,000;-37,188;-13,688;21,437;10,938;-94,500;38398254;33702994;964;31,778;6
47,945;807,330;968,396;0,840;0,743;-0,473;-86,000;-472,687;43,437;-31,250;-32,750;6,250;61,688;10,938;-96,312;38398268;33702992;964;31,604;6
47,945;807,567;966,900;1,460;1,119;0,202;-74,750;-516,125;38,375;-22,187;-31,688;25,062;106,500;10,000;-96,813;38398282;33702993;964;31,419;6
47,945;807,686;965,439;1,401;0,715;0,126;-50,250;-576,625;-33,375;-13,250;-32,375;26,250;162,375;3,313;-98,250;38398282;33702993;965;31,419;7
47,945;807,922;963,877;0,692;0,785;0,319;-89,062;-548,125;-54,813;14,188;-34,250;22,750;220,250;-5,875;-90,625;38398294;33702992;965;31,419;7
47,945;808,041;962,351;0,727;0,703;0,677;-71,063;-578,062;-5,625;27,750;-35,500;-6,000;265,938;-3,188;-78,000;38398308;33702993;966;31,419;7
47,945;808,041;960,999;0,819;1,126;0,768;0,625;-594,937;-0,375;11,250;-34,000;-28,563;306,125;8,938;-77,812;38398320;33702993;966;31,419;6
47,945;808,278;959,545;0,537;0,866;0,312;33,875;-608,938;-39,500;-19,187;-33,875;-22,000;6,375;11,375;-94,437;38398331;33702994;966;31,419;7
47,945;808,515;957,989;0,100;0,855;0,178;6,500;-598,250;-48,375;-28,750;-35,375;6,000;71,813;-1,187;-101,500;38398342;33702994;966;30,538;8
47,945;808,633;956,466;-0,200;0,754;0,375;1,875;-553,937;19,687;-7,750;-33,875;24,500;131,562;-10,375;-95,375;38398353;33702995;966;30,341;7
47,963;808,902;954,807;0,168;0,948;0,125;48,688;-521,625;36,438;2,000;-34,688;25,875;175,937;-8,750;-89,563;38398363;33702997;966;29,988;8
47,945;808,870;953,358;0,232;0,975;-0,799;10,875;-494,875;13,812;20,500;-34,563;15,188;217,375;-5,750;-87,063;38398372;33703000;966;29,617;8
47,945;809,107;951,812;0,140;0,807;-0,270;-29,813;-431,250;52,938;26,000;-36,063;-5,562;251,000;0,375;-83,313;38398379;33703001;966;29,400;8
47,963;809,139;950,405;0,829;0,718;-0,283;-38,375;-447,500;52,625;12,750;-37,875;-21,187;279,500;10,188;-83,500;38398386;33703000;966;29,236;8
47,945;809,344;948,935;0,870;0,632;-0,296;-53,063;-473,500;28,875;-8,063;-37,188;-25,187;314,000;16,125;-89,250;38398386;33703000;966;29,236;8
47,963;809,494;947,465;1,345;1,025;0,259;-50,000;-507,625;8,375;-20,250;-35,375;-19,375;356,875;15,563;-97,125;38398393;33702998;966;29,232;8
47,945;809,581;946,065;0,952;0,798;0,125;-49,188;-547,625;-47,938;-31,688;-33,500;1,000;54,687;4,937;-102,062;38398400;33702996;965;29,232;9
47,945;809,818;944,564;0,389;0,874;0,431;-68,313;-545,687;-27,187;-19,187;-33,875;21,000;114,375;-6,687;-95,188;38398407;33702994;965;29,232;9
47,945;809,936;943,096;0,409;0,779;0,704;-1,437;-563,687;24,875;4,562;-36,063;23,062;161,625;-6,062;-85,750;38398416;33702992;964;29,232;9
47,963;810,086;941,625;0,292;1,094;0,378;56,313;-545,375;0,500;20,687;-37,875;8,875;204,563;-0,750;-86,125;38398423;33702992;963;30,247;10
47,945;810,173;940,224;-0,064;0,871;-0,221;45,625;-560,000;-1,500;22,875;-38,250;0,062;251,750;0,000;-90,875;38398433;33702993;963;30,071;10
47,945;810,410;938,720;-0,124;0,967;-0,658;9,188;-594,062;35,000;16,687;-39,688;-16,250;302,687;-0,562;-92,812;38398444;33702994;963;30,026;10
47,963;810,679;937,077;0,371;0,842;-0,503;-0,062;-642,750;91,625;-4,562;-41,188;-20,250;353,750;2,563;-93,375;38398444;33702994;963;30,026;10
47,945;810,765;935,504;0,943;1,049;-0,876;26,437;-681,500;82,063;-24,687;-37,500;-1,187;49,188;4,687;-99,313;38398463;33702994;0;29,932;7
47,963;810,916;933,933;0,195;0,507;-0,586;-23,750;-657,437;78,188;-15,875;-32,000;27,187;116,063;-1,062;-101,375;38398474;33702995;0;29,960;7
47,963;811,034;932,402;0,419;0,860;-0,676;-9,438;-580,625;143,937;-2,688;-32,500;29,375;167,687;0,312;-98,313;38398484;33702995;0;29,641;7
47,963;811,271;930,774;1,042;0,815;-0,592;44,250;-624,625;105,875;16,687;-35,063;17,375;211,812;3,063;-101,688;38398494;33702995;0;29,528;7
47,963;811,271;929,327;0,432;0,832;-0,670;-22,375;-566,437;30,062;20,687;-39,375;-0,750;295,875;-7,750;-102,812;38398494;33702995;0;29,528;7
47,963;811,626;927,646;0,358;0,784;-0,068;-41,500;-510,500;68,313;9,250;-40,875;-18,500;342,562;-9,375;-91,312;38398515;33702996;963;29,502;7
47,945;811,594;926,183;0,486;0,989;0,261;13,187;-500,438;73,813;-10,750;-40,063;-18,000;17,562;-0,875;-85,813;38398515;33702996;963;29,502;7
47,963;811,982;924,450;0,472;1,019;0,203;70,875;-496,063;26,187;-25,062;-37,188;-0,687;54,813;4,875;-92,125;38398515;33702996;963;29,502;7
47,963;811,982;922,900;-0,416;1,000;-0,105;67,750;-489,313;-14,750;-17,750;-33,188;22,000;97,375;0,437;-100,250;38398515;33702996;963;29,502;7
47,963;812,219;921,258;-0,949;0,703;-0,102;47,125;-423,000;53,188;-7,187;-32,000;30,750;146,937;-7,125;-102,375;38398549;33702994;964;29,502;8
47,963;812,337;919,663;-0,408;0,699;-0,730;56,625;-393,562;133,125;13,375;-29,500;29,500;181,625;-6,562;-102,313;38398563;33702996;964;29,502;9
47,963;812,455;918,117;0,341;0,765;-1,092;51,750;-453,563;145,625;23,250;-32,000;18,000;215,312;-2,438;-104,000;38398574;33702995;964;30,036;8
47,963;812,574;916,620;0,845;0,897;-1,417;-2,313;-545,063;94,125;22,875;-36,750;2,000;260,687;-3,313;-105,250;38398586;33702990;964;30,152;8
47,963;812,929;914,891;0,613;0,631;-0,859;-56,938;-597,750;96,438;10,563;-41,063;-17,187;314,750;-6,375;-97,688;38398598;33702991;964;30,167;8
47,963;812,929;913,348;0,861;0,850;-0,344;-27,187;-596,687;132,250;-2,188;-41,500;-20,250;358,563;0,875;-89,813;38398607;33702990;964;29,943;8
47,963;813,048;911,855;1,131;0,966;-0,467;33,875;-634,000;76,938;-26,063;-37,063;-5,562;43,063;9,375;-95,875;38398618;33702988;964;30,184;8
47,963;813,166;910,407;0,629;0,973;-0,253;17,625;-601,813;10,250;-22,187;-30,875;24,188;104,813;2,250;-105,375;38398618;33702988;964;30,184;8
47,980;813,317;908,966;0,346;0,858;0,149;5,625;-584,062;2,563;8,688;-27,875;32,063;171,062;-10,563;-102,313;38398629;33702986;965;30,184;10
47,963;813,403;907,601;-0,061;0,960;0,553;30,687;-566,938;11,937;21,875;-28,563;23,563;225,563;-16,125;-91,063;38398641;33702985;964;30,184;10
47,963;813,640;906,137;-0,470;1,021;0,419;62,500;-547,313;14,188;32,188;-30,500;-5,687;269,812;-11,875;-82,875;38398653;33702981;964;30,173;9
47,963;813,877;904,573;-0,283;0,667;0,075;106,313;-506,187;55,750;16,750;-33,375;-26,562;306,813;-2,625;-84,188;38398665;33702976;964;29,899;9
47,963;813,995;903,044;-0,260;0,723;-0,122;138,125;-532,812;52,500;-8,500;-39,250;-21,250;346,687;2,563;-95,687;38398675;33702976;964;30,025;9
47,963;813,995;901,689;-0,471;0,847;-0,816;120,000;-575,938;27,687;-21,750;-38,563;3,563;43,375;-4,500;-107,563;38398684;33702974;964;30,095;9
47,980;814,264;900,198;-0,523;0,758;-0,492;68,688;-600,000;65,813;-18,750;-36,750;19,187;110,938;-16,875;-105,125;38398684;33702974;964;30,095;9
47,980;814,501;898,605;0,137;1,111;-0,655;78,000;-621,375;97,812;17,375;-31,000;25,875;178,562;-15,500;-90,625;38398684;33702974;964;30,095;9
47,980;814,620;897,048;0,599;0,931;-0,634;57,250;-662,812;44,125;29,188;-32,375;3,188;220,812;-7,937;-86,063;38398718;33702973;963;29,786;9
47,980;814,738;895,530;0,404;0,810;-0,341;3,188;-656,187;26,312;25,062;-35,688;-11,063;271,937;-0,562;-84,625;38398723;33702972;964;28,528;9
47,980;814,856;894,050;0,707;1,068;0,116;17,437;-626,937;44,062;1,687;-38,250;-26,063;320,125;6,812;-88,125;38398723;33702972;964;28,528;9
47,980;815,093;892,474;0,923;1,006;0,116;42,500;-622,062;-14,750;-24,250;-36,750;-11,875;14,750;5,937;-98,250;38398733;33702972;963;28,549;7
47,980;815,330;890,799;0,550;0,824;0,031;-4,000;-592,562;-65,312;-20,000;-36,063;16,562;82,000;-7,562;-100,375;38398743;33702972;963;28,512;8
47,980;815,449;889,167;0,357;1,048;0,959;-33,625;-592,438;-46,375;5,687;-36,063;23,250;140,625;-16,625;-86,375;38398753;33702972;963;28,765;9
47,980;815,567;887,580;0,668;1,056;1,127;15,875;-558,625;-25,687;17,000;-36,750;13,500;183,312;-9,063;-72,750;38398766;33702972;963;29,526;9
47,997;815,718;886,002;0,503;0,833;0,876;75,500;-497,187;-97,562;24,500;-36,875;-7,187;221,625;0,312;-74,000;38398778;33702972;963;29,986;9
47,980;815,804;884,509;0,047;0,691;0,669;45,625;-506,125;-147,562;18,875;-37,250;-21,500;267,313;-0,875;-80,312;38398787;33702974;963;29,989;9
47,980;816,041;882,924;-0,297;0,738;0,979;19,875;-580,312;-97,750;6,000;-35,563;-28,187;318,437;-4,437;-80,062;38398787;33702974;963;29,989;9
47,980;816,159;881,384;0,103;0,858;0,862;76,000;-596,000;-45,937;-6,062;-36,688;-27,250;8,000;-0,437;-81,312;38398809;33702976;963;30,343;9
47,980;816,278;879,890;-0,729;1,198;0,153;93,187;-551,937;-95,000;-23,000;-38,375;-4,562;59,375;-2,500;-89,375;38398809;33702976;963;30,343;9
47,980;816,396;878,439;-0,426;0,731;-0,025;13,625;-583,500;-45,312;-13,063;-38,750;17,062;115,437;-9,313;-88,125;38398830;33702980;963;30,397;9
47,980;816,515;877,030;0,092;1,012;0,350;24,125;-537,875;41,250;11,063;-38,750;18,000;159,312;-4,000;-82,187;38398841;33702983;963;30,280;9
47,980;816,752;875,523;0,636;0,775;-0,140;63,188;-520,937;23,062;20,250;-38,375;4,187;196,937;4,250;-87,000;38398841;33702983;963;30,280;9
47,980;816,870;874,054;0,784;1,119;-0,379;41,750;-499,437;-42,063;18,750;-39,500;-3,375;243,125;2,063;-95,375;38398851;33702984;965;30,280;9
47,997;817,021;872,585;0,384;0,806;0,063;-24,188;-496,063;-80,813;14,000;-40,188;-14,375;296,813;-8,188;-93,875;38398861;33702986;965;29,978;10
47,980;817,107;871,189;0,012;0,912;0,987;-50,813;-472,687;-36,563;4,875;-39,500;-23,687;341,812;-12,188;-81,250;38398869;33702987;965;29,651;10
47,980;817,226;869,828;0,399;0,792;1,073;42,250;-384,750;-24,437;-12,375;-38,375;-22,750;12,688;-5,625;-75,125;38398878;33702988;965;29,330;9
47,980;817,581;868,232;-0,207;0,871;0,351;96,000;-331,312;-102,812;-20,375;-39,000;-7,687;53,500;-5,437;-82,063;38398889;33702988;965;29,315;8
47,997;817,732;866,632;-0,795;0,711;0,095;64,563;-351,062;-79,188;-14,875;-40,563;8,250;89,500;-10,500;-84,750;38398900;33702989;965;29,554;8
47,980;817,936;864,968;-0,566;0,567;0,153;67,187;-302,313;-4,312;0,062;-39,375;16,750;119,250;-11,000;-84,313;38398908;33702989;965;29,449;9
47,980;818,055;863,345;-0,436;0,761;-0,089;75,500;-321,250;48,000;9,563;-37,563;19,875;142,250;-6,562;-86,375;38398908;33702989;965;29,449;9
47,997;818,205;861,727;0,335;1,019;-0,475;82,375;-342,313;43,000;12,562;-37,563;18,062;166,687;-1,437;-91,625;38398931;33702990;966;29,284;8
47,997;818,324;860,156;0,120;0,926;-0,882;22,000;-359,500;1,375;19,875;-35,750;14,063;198,688;-2,250;-95,438;38398940;33702990;966;29,143;8
47,980;818,529;858,531;0,066;0,746;-0,270;-33,938;-320,000;14,625;24,687;-36,563;0,750;230,000;-4,187;-92,438;38398951;33702990;966;29,119;8
47,980;818,647;856,954;0,346;0,986;0,050;-32,000;-311,000;42,438;21,375;-37,250;-13,750;254,125;-1,375;-87,625;38398962;33702991;966;29,354;8
47,980;818,766;855,425;0,309;0,976;0,126;-6,562;-319,375;29,312;9,250;-38,750;-21,750;274,188;2,875;-86,438;38398971;33702991;966;29,100;8
47,980;818,884;853,944;0,049;1,243;0,205;12,625;-330,625;25,062;0,875;-39,375;-24,500;298,875;6,375;-89,000;38398971;33702991;966;29,100;8
47,997;819,390;852,059;-0,128;1,097;-0,391;27,375;-334,750;15,813;-18,875;-39,375;-15,062;339,562;6,875;-97,250;38398981;33702990;966;29,100;9
47,980;819,239;850,536;-0,303;0,880;-0,536;-26,125;-293,250;65,563;-25,187;-36,750;-0,062;5,875;5,375;-100,188;38398991;33702989;967;29,100;9
47,980;819,358;849,065;0,219;0,774;-0,166;-18,187;-290,687;88,938;-27,000;-36,500;4,375;32,125;7,750;-101,062;38399002;33702991;967;28,960;9
47,997;819,745;847,329;1,243;0,904;-0,521;-14,563;-321,437;16,000;-26,562;-32,750;17,687;56,250;7,562;-103,688;38399012;33702991;967;28,960;9
47,997;819,745;845,780;0,870;0,988;-0,346;-73,188;-284,250;-53,938;-16,375;-30,250;26,875;91,813;-0,437;-102,000;38399023;33702991;968;29,150;9
47,997;819,982;844,144;0,356;0,525;0,124;-115,250;-290,375;-68,000;0,062;-34,250;27,000;124,812;-9,375;-91,438;38399032;33702990;968;29,302;9
47,997;820,101;842,559;-0,003;0,895;1,461;-62,688;-346,437;-24,500;16,000;-37,563;14,875;151,687;-10,875;-77,000;38399041;33702991;968;29,049;10
47,997;820,338;840,886;0,340;0,579;1,006;75,188;-347,312;-30,000;19,250;-39,063;6,875;176,750;-3,375;-73,313;38399041;33702991;968;29,049;10
47,997;820,456;839,266;0,215;0,966;0,101;112,437;-334,750;-92,000;23,250;-37,688;-3,563;205,125;-1,750;-81,312;38399052;33702990;968;26,485;10
47,997;820,575;837,699;-0,757;0,627;-0,609;24,813;-340,312;-83,688;23,687;-36,688;-11,063;240,938;-7,500;-86,125;38399059;33702991;968;25,682;10
47,997;820,811;836,045;-0,776;0,681;-0,142;-50,250;-297,250;6,562;21,500;-33,563;-21,750;270,438;-8,750;-80,312;38399059;33702991;968;25,682;10
47,997;820,930;834,444;0,258;1,204;0,474;-30,375;-262,062;71,500;8,250;-34,063;-30,250;285,062;0,500;-74,625;38399064;33702992;968;25,682;10
47,980;821,016;832,933;0,777;1,010;0,189;35,500;-203,812;-25,875;-2,250;-34,000;-33,000;298,187;8,688;-77,063;38399071;33702994;968;25,682;9
47,997;821,285;831,298;0,387;0,782;-0,004;23,437;-172,750;-106,313;-14,563;-34,000;-27,187;321,500;5,750;-82,562;38399080;33702995;968;23,750;9
47,997;821,404;829,713;-0,746;0,855;0,354;13,750;-158,063;-79,500;-16,375;-38,000;-21,375;347,812;-1,562;-84,437;38399089;33702997;968;23,802;8
47,997;821,522;828,179;-0,770;0,746;-0,056;27,313;-187,500;21,500;-16,000;-38,375;-15,062;10,750;-2,250;-85,687;38399097;33702999;969;23,719;8
47,980;821,727;826,594;-0,169;0,620;-0,467;27,875;-243,188;105,375;-20,062;-39,500;-12,063;22,500;5,125;-88,437;38399108;33703000;969;23,783;8
47,997;821,878;825,021;0,788;0,966;-0,609;25,062;-284,375;98,063;-28,062;-35,500;-3,063;35,875;13,938;-94,938;38399108;33703000;969;23,783;8
47,997;821,878;823,634;1,038;0,761;-0,780;-24,188;-357,688;14,875;-31,375;-30,000;15,500;63,563;13,875;-102,750;38399119;33702999;969;23,783;9
47,997;822,115;822,155;0,397;0,503;-0,431;-104,438;-376,250;-18,687;-19,250;-29,687;28,250;106,813;5,125;-102,250;38399129;33702999;969;23,783;8
47,997;822,351;820,582;0,768;1,029;0,580;-86,500;-395,375;37,563;1,187;-33,688;28,250;150,000;1,937;-91,438;38399138;33703001;969;23,783;8
47,997;822,470;819,051;0,765;0,981;0,650;19,812;-383,312;-1,562;12,688;-38,875;15,875;182,625;3,938;-91,063;38399158;33703003;969;23,946;7
47,997;822,588;817,563;0,153;0,934;0,106;38,250;-358,062;-64,813;21,875;-38,188;6,062;219,437;-1,562;-95,312;38399168;33703002;969;23,998;7
47,997;822,707;816,117;-1,026;0,771;0,172;24,125;-336,938;-4,625;24,375;-37,000;-0,187;257,500;-8,375;-94,813;38399168;33703002;969;23,998;7
48,014;823,095;814,405;-0,427;0,613;-0,106;52,938;-283,750;72,125;22,500;-37,688;-12,500;282,375;-6,687;-94,563;38399178;33703001;969;23,998;7
47,997;823,062;812,906;0,099;0,527;-0,309;20,312;-325,000;100,687;11,375;-39,875;-19,187;303,812;-1,375;-96,312;38399178;33703001;969;23,998;7
47,997;823,299;811,316;0,507;0,954;-0,851;-8,313;-357,312;90,750;-5,750;-41,750;-17,000;329,187;3,313;-97,625;38399201;33703005;970;0,000;7
47,997;823,536;809,633;1,520;1,310;-0,286;-30,687;-453,437;16,062;-18,875;-39,188;-8,500;4,812;3,313;-98,187;38399211;33703006;970;24,745;8
47,997;823,536;808,135;1,023;0,844;0,010;-64,000;-536,188;-46,938;-23,000;-39,563;-0,500;56,375;-4,062;-93,875;38399221;33703007;971;24,630;8
47,997;823,773;806,546;1,016;0,889;0,676;-67,688;-567,500;-22,125;-17,500;-40,000;12,750;105,563;-5,625;-82,375;38399231;33703008;971;24,543;8
47,997;824,010;804,868;1,135;0,700;0,609;-33,938;-501,625;-48,500;-1,000;-41,500;12,750;146,187;0,437;-76,438;38399241;33703009;971;24,556;8
47,997;824,128;803,238;0,672;0,634;0,370;-48,375;-453,500;-79,250;13,000;-41,875;5,687;184,125;4,687;-75,063;38399251;33703010;971;24,482;8
47,997;824,128;801,797;0,820;0,690;0,625;-54,250;-479,563;-71,625;18,500;-39,750;-11,063;221,875;9,063;-75,125;38399261;33703010;971;24,278;8
48,014;824,398;800,230;0,700;0,865;0,586;-45,375;-511,062;-67,563;13,250;-40,063;-19,562;262,375;12,750;-79,375;38399261;33703010;971;24,278;8
47,997;824,602;798,611;0,657;0,732;0,588;-38,688;-538,875;-56,813;-3,188;-37,500;-27,062;308,062;13,000;-86,562;38399273;33703010;971;24,278;8
48,014;824,753;797,001;0,561;0,766;0,419;-39,000;-537,000;-41,188;-21,063;-36,750;-17,375;358,750;8,875;-92,438;38399285;33703010;971;24,278;8
48,014;824,990;795,303;0,602;0,820;0,504;-24,687;-550,563;-22,500;-27,375;-36,000;4,875;52,000;3,125;-94,563;38399295;33703012;971;24,278;9
48,014;824,990;793,795;0,658;0,889;0,177;-15,125;-531,313;-32,813;-14,875;-35,688;22,875;105,062;-2,625;-93,313;38399304;33703013;971;25,191;8
48,014;825,227;792,200;0,342;0,788;0,152;-33,375;-530,000;-20,937;-3,563;-37,063;23,250;154,062;-5,875;-87,250;38399313;33703015;971;24,948;8
48,014;825,345;790,655;0,359;0,909;0,175;-34,188;-524,687;16,000;16,687;-37,500;14,000;195,000;-0,937;-80,813;38399321;33703017;971;24,796;8
48,014;825,582;789,022;0,497;0,775;0,184;0,187;-517,063;33,375;20,375;-39,250;-6,750;239,125;10,750;-83,750;38399330;33703018;971;24,737;8
48,014;825,819;787,301;0,703;0,763;-0,160;1,500;-489,562;-0,625;6,000;-40,750;-19,687;279,625;13,187;-94,500;38399339;33703016;972;24,876;8
48,014;825,819;785,770;0,297;0,661;-0,449;-49,500;-430,813;-9,313;-11,188;-41,188;-17,500;325,812;6,750;-99,687;38399339;33703016;972;24,876;8
